match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,partner1,partner2,nation_partner1,nation_partner2
2018-frenchopen-MD125,2018,frenchopen,MD125,J. Cabal,M. Mirnyi,,,,,,,,,COL,BLR,R. Farah,P. Oswald,COL,AUT
2018-frenchopen-MD126,2018,frenchopen,MD126,G. Pella,A. Hoang,,,,,,,,,ARG,FRA,D. Schwartzman,U. Humbert,ARG,FRA
2018-frenchopen-MD127,2018,frenchopen,MD127,A. Begemann,W. Koolhof,,,,,,,,,GER,NED,A. Sancic,A. Sitak,CRO,NZL
2018-frenchopen-MD128,2018,frenchopen,MD128,H. Podlipnik-Castillo,I. Dodig,,,,,,,,,CHI,CRO,J. Withrow,R. Ram,USA,USA
2018-frenchopen-MD129,2018,frenchopen,MD129,B. Mclachlan,M. Arevalo,,,,,,,,,JPN,ESA,J. Struff,J. Cerretani,GER,USA
2018-frenchopen-MD130,2018,frenchopen,MD130,F. Delbonis,R. Harrison,,,,,,,,,ARG,USA,B. Paire,V. Pospisil,FRA,CAN
2018-frenchopen-MD131,2018,frenchopen,MD131,F. Martin,Y. Bhambri,,,,,,,,,FRA,IND,P. Raja,D. Sharan,IND,IND
2018-frenchopen-MD132,2018,frenchopen,MD132,S. Arends,O. Marach,,,,,,,,,NED,AUT,A. Shamasdin,M. Pavic,CAN,CRO
2018-frenchopen-MD201,2018,frenchopen,MD201,L. Kubot,R. Carballes Baena,,,,,,,,,POL,ESP,M. Melo,G. Garcia-Lopez,BRA,ESP
2018-frenchopen-MD202,2018,frenchopen,MD202,B. Bonzi,R. Bopanna,,,,,,,,,FRA,IND,G. Jacq,E. Roger-Vasselin,FRA,FRA
2018-frenchopen-MD203,2018,frenchopen,MD203,R. Klaasen,J. Eysseric,,,,,,,,,RSA,FRA,M. Venus,H. Nys,NZL,FRA
2018-frenchopen-MD204,2018,frenchopen,MD204,N. Basilashvili,N. Mektic,,,,,,,,,GEO,CRO,J. Millman,A. Peya,AUS,AUT
2018-frenchopen-MD205,2018,frenchopen,MD205,J. Murray,M. Gonzalez,,,,,,,,,GBR,ARG,B. Soares,N. Jarry,BRA,CHI
2018-frenchopen-MD206,2018,frenchopen,MD206,C. Hemery,J. Peralta,,,,,,,,,FRA,CHI,S. Robert,H. Zeballos,FRA,ARG
2018-frenchopen-MD207,2018,frenchopen,MD207,P. Cuevas,S. Johnson,,,,,,,,,URU,USA,M. Granollers,J. Sock,ESP,USA
2018-frenchopen-MD208,2018,frenchopen,MD208,R. Haase,P. Herbert,,,,,,,,,NED,FRA,M. Middelkoop,N. Mahut,NED,FRA
2018-frenchopen-MD209,2018,frenchopen,MD209,E. Donskoy,L. Mayer,,,,,,,,,RUS,ARG,M. Reyes-Varela,J. Sousa,MEX,POR
2018-frenchopen-MD210,2018,frenchopen,MD210,M. Demoliner,F. Lopez,,,,,,,,,BRA,ESP,S. Gonzalez,M. Lopez,MEX,ESP
2018-frenchopen-MD211,2018,frenchopen,MD211,K. Skupski,D. Bracciali,,,,,,,,,GBR,ITA,N. Skupski,A. Seppi,GBR,ITA
2018-frenchopen-MD212,2018,frenchopen,MD212,M. Basic,H. Kontinen,,,,,,,,,BIH,FIN,D. Dzumhur,J. Peers,BIH,AUS
2018-frenchopen-MD213,2018,frenchopen,MD213,J. Cabal,G. Pella,,,,,,,,,COL,ARG,R. Farah,D. Schwartzman,COL,ARG
2018-frenchopen-MD214,2018,frenchopen,MD214,W. Koolhof,I. Dodig,,,,,,,,,NED,CRO,A. Sitak,R. Ram,NZL,USA
2018-frenchopen-MD215,2018,frenchopen,MD215,M. Arevalo,F. Delbonis,,,,,,,,,ESA,ARG,J. Cerretani,B. Paire,USA,FRA
2018-frenchopen-MD216,2018,frenchopen,MD216,Y. Bhambri,O. Marach,,,,,,,,,IND,AUT,D. Sharan,M. Pavic,IND,CRO
2018-frenchopen-MD301,2018,frenchopen,MD301,L. Kubot,R. Bopanna,,,,,,,,,POL,IND,M. Melo,E. Roger-Vasselin,BRA,FRA
2018-frenchopen-MD302,2018,frenchopen,MD302,R. Klaasen,N. Mektic,,,,,,,,,RSA,CRO,M. Venus,A. Peya,NZL,AUT
2018-frenchopen-MD303,2018,frenchopen,MD303,M. Gonzalez,C. Hemery,,,,,,,,,ARG,FRA,N. Jarry,S. Robert,CHI,FRA
2018-frenchopen-MD304,2018,frenchopen,MD304,S. Johnson,P. Herbert,,,,,,,,,USA,FRA,J. Sock,N. Mahut,USA,FRA
2018-frenchopen-MD305,2018,frenchopen,MD305,L. Mayer,F. Lopez,,,,,,,,,ARG,ESP,J. Sousa,M. Lopez,POR,ESP
2018-frenchopen-MD306,2018,frenchopen,MD306,D. Bracciali,H. Kontinen,,,,,,,,,ITA,FIN,A. Seppi,J. Peers,ITA,AUS
2018-frenchopen-MD307,2018,frenchopen,MD307,J. Cabal,W. Koolhof,,,,,,,,,COL,NED,R. Farah,A. Sitak,COL,NZL
2018-frenchopen-MD308,2018,frenchopen,MD308,M. Arevalo,O. Marach,,,,,,,,,ESA,AUT,J. Cerretani,M. Pavic,USA,CRO
2018-frenchopen-MD401,2018,frenchopen,MD401,R. Bopanna,N. Mektic,,,,,,,,,IND,CRO,E. Roger-Vasselin,A. Peya,FRA,AUT
2018-frenchopen-MD402,2018,frenchopen,MD402,M. Gonzalez,P. Herbert,,,,,,,,,ARG,FRA,N. Jarry,N. Mahut,CHI,FRA
2018-frenchopen-MD403,2018,frenchopen,MD403,F. Lopez,H. Kontinen,,,,,,,,,ESP,FIN,M. Lopez,J. Peers,ESP,AUS
2018-frenchopen-MD404,2018,frenchopen,MD404,J. Cabal,O. Marach,,,,,,,,,COL,AUT,R. Farah,M. Pavic,COL,CRO
2018-frenchopen-MD501,2018,frenchopen,MD501,N. Mektic,P. Herbert,,,,,,,,,CRO,FRA,A. Peya,N. Mahut,AUT,FRA
2018-frenchopen-MD502,2018,frenchopen,MD502,F. Lopez,O. Marach,,,,,,,,,ESP,AUT,M. Lopez,M. Pavic,ESP,CRO
2018-frenchopen-MD601,2018,frenchopen,MD601,P. Herbert,O. Marach,,,,,,,,,FRA,AUT,N. Mahut,M. Pavic,FRA,CRO
2018-frenchopen-WD101,2018,frenchopen,WD101,T. Babos,A. Tomljanovic,,,,,,,,,HUN,AUS,K. Mladenovic,S. Zhang,FRA,CHN
2018-frenchopen-WD102,2018,frenchopen,WD102,D. Gavrilova,N. Hibino,,,,,,,,,AUS,JPN,D. Kasatkina,O. Kalashnikova,RUS,GEO
2018-frenchopen-WD103,2018,frenchopen,WD103,A. Blinkova,V. Kuzmova,,,,,,,,,RUS,SVK,L. Hradecka,M. Rybarikova,CZE,SVK
2018-frenchopen-WD104,2018,frenchopen,WD104,C. Mchale,N. Melichar,,,,,,,,,USA,USA,S. Peng,K. Peschke,CHN,CZE
2018-frenchopen-WD105,2018,frenchopen,WD105,R. Atawo,Z. Diyas,,,,,,,,,USA,KAZ,A. Groenefeld,S. Zheng,GER,CHN
2018-frenchopen-WD106,2018,frenchopen,WD106,P. Hercog,E. Hozumi,,,,,,,,,SLO,JPN,A. Van Uytvanck,M. Ninomiya,BEL,JPN
2018-frenchopen-WD107,2018,frenchopen,WD107,K. Christian,M. Irigoyen,,,,,,,,,USA,ARG,C. Witthoeft,K. Kozlova,GER,UKR
2018-frenchopen-WD108,2018,frenchopen,WD108,T. Andrianjafitrimo,G. Dabrowski,,,,,,,,,FRA,CAN,F. Ferro,Y. Xu,FRA,CHN
2018-frenchopen-WD109,2018,frenchopen,WD109,L. Chan,V. Razzano,,,,,,,,,TPE,FRA,B. Mattek-Sands,J. Suvrijn,USA,FRA
2018-frenchopen-WD110,2018,frenchopen,WD110,I. Bara,X. Knoll,,,,,,,,,ROU,SUI,M. Buzarnescu,A. Smith,ROU,GBR
2018-frenchopen-WD111,2018,frenchopen,WD111,A. Kalinskaya,J. Brady,,,,,,,,,RUS,USA,E. Makarova,V. King,RUS,USA
2018-frenchopen-WD112,2018,frenchopen,WD112,K. Bondarenko,A. Rosolska,,,,,,,,,UKR,POL,A. Krunic,A. Spears,SRB,USA
2018-frenchopen-WD113,2018,frenchopen,WD113,J. Ostapenko,S. Cirstea,,,,,,,,,LAT,ROU,E. Vesnina,S. Sorribes Tormo,RUS,ESP
2018-frenchopen-WD114,2018,frenchopen,WD114,B. Bencic,S. Kuznetsova,,,,,,,,,SUI,RUS,M. Vondrousova,L. Safarova,CZE,CZE
2018-frenchopen-WD115,2018,frenchopen,WD115,J. Konta,A. Medina Garrigues,,,,,,,,,GBR,ESP,A. Riske,A. Parra Santonja,USA,ESP
2018-frenchopen-WD116,2018,frenchopen,WD116,S. Hsieh,H. Chan,,,,,,,,,TPE,TPE,A. Petkovic,Z. Yang,GER,CHN
2018-frenchopen-WD117,2018,frenchopen,WD117,B. Krejcikova,V. Lapko,,,,,,,,,CZE,BLR,K. Siniakova,R. Olaru,CZE,ROU
2018-frenchopen-WD118,2018,frenchopen,WD118,M. Arcangioli,T. Maria,,,,,,,,,FRA,GER,S. Reix,H. Watson,FRA,GBR
2018-frenchopen-WD119,2018,frenchopen,WD119,T. Townsend,S. Cakarevic,,,,,,,,,USA,FRA,R. Voracova,J. Ponchet,CZE,FRA
2018-frenchopen-WD120,2018,frenchopen,WD120,V. Kudermetova,K. Bertens,,,,,,,,,RUS,NED,A. Kudryavtseva,J. Larsson,RUS,SWE
2018-frenchopen-WD121,2018,frenchopen,WD121,S. Aoyama,V. Williams,,,,,,,,,JPN,USA,M. Kato,S. Williams,JPN,USA
2018-frenchopen-WD122,2018,frenchopen,WD122,S. Errani,C. Burel,,,,,,,,,ITA,FRA,K. Flipkens,D. Parry,BEL,FRA
2018-frenchopen-WD123,2018,frenchopen,WD123,I. Begu,P. Martic,,,,,,,,,ROU,CRO,Q. Wang,M. Sakkari,CHN,GRE
2018-frenchopen-WD124,2018,frenchopen,WD124,M. Adamczak,A. Klepac,,,,,,,,,AUS,SLO,Y. Wang,M. Martinez Sanchez,CHN,ESP
2018-frenchopen-WD125,2018,frenchopen,WD125,A. Barty,D. Jurak,,,,,,,,,AUS,CRO,C. Vandeweghe,D. Vekic,USA,CRO
2018-frenchopen-WD126,2018,frenchopen,WD126,D. Jakupovic,N. Broady,,,,,,,,,SLO,GBR,I. Khromacheva,M. Linette,RUS,POL
2018-frenchopen-WD127,2018,frenchopen,WD127,V. Golubic,A. Hesse,,,,,,,,,SUI,FRA,N. Stojanovic,P. Parmentier,SRB,FRA
2018-frenchopen-WD128,2018,frenchopen,WD128,L. Arruabarrena,E. Mertens,,,,,,,,,ESP,BEL,K. Srebotnik,D. Schuurs,SLO,NED
2018-frenchopen-WD129,2018,frenchopen,WD129,N. Kichenok,M. Minella,,,,,,,,,UKR,LUX,A. Rodionova,A. Sevastova,AUS,LAT
2018-frenchopen-WD130,2018,frenchopen,WD130,A. Bogdan,Y. Duan,,,,,,,,,ROU,CHN,O. Savchuk,A. Sasnovich,UKR,BLR
2018-frenchopen-WD131,2018,frenchopen,WD131,L. Kerkhove,A. Pavlyuchenkova,,,,,,,,,NED,RUS,L. Marozava,S. Stosur,BLR,AUS
2018-frenchopen-WD132,2018,frenchopen,WD132,L. Kichenok,A. Sestini Hlavackova,,,,,,,,,UKR,CZE,L. Tsurenko,B. Strycova,UKR,CZE
2018-frenchopen-WD201,2018,frenchopen,WD201,T. Babos,N. Hibino,,,,,,,,,HUN,JPN,K. Mladenovic,O. Kalashnikova,FRA,GEO
2018-frenchopen-WD202,2018,frenchopen,WD202,V. Kuzmova,N. Melichar,,,,,,,,,SVK,USA,M. Rybarikova,K. Peschke,SVK,CZE
2018-frenchopen-WD203,2018,frenchopen,WD203,R. Atawo,E. Hozumi,,,,,,,,,USA,JPN,A. Groenefeld,M. Ninomiya,GER,JPN
2018-frenchopen-WD204,2018,frenchopen,WD204,K. Christian,G. Dabrowski,,,,,,,,,USA,CAN,C. Witthoeft,Y. Xu,GER,CHN
2018-frenchopen-WD205,2018,frenchopen,WD205,L. Chan,I. Bara,,,,,,,,,TPE,ROU,B. Mattek-Sands,M. Buzarnescu,USA,ROU
2018-frenchopen-WD206,2018,frenchopen,WD206,J. Brady,K. Bondarenko,,,,,,,,,USA,UKR,V. King,A. Krunic,USA,SRB
2018-frenchopen-WD207,2018,frenchopen,WD207,S. Cirstea,S. Kuznetsova,,,,,,,,,ROU,RUS,S. Sorribes Tormo,L. Safarova,ESP,CZE
2018-frenchopen-WD208,2018,frenchopen,WD208,A. Medina Garrigues,H. Chan,,,,,,,,,ESP,TPE,A. Parra Santonja,Z. Yang,ESP,CHN
2018-frenchopen-WD209,2018,frenchopen,WD209,B. Krejcikova,T. Maria,,,,,,,,,CZE,GER,K. Siniakova,H. Watson,CZE,GBR
2018-frenchopen-WD210,2018,frenchopen,WD210,T. Townsend,K. Bertens,,,,,,,,,USA,NED,R. Voracova,J. Larsson,CZE,SWE
2018-frenchopen-WD211,2018,frenchopen,WD211,V. Williams,S. Errani,,,,,,,,,USA,ITA,S. Williams,K. Flipkens,USA,BEL
2018-frenchopen-WD212,2018,frenchopen,WD212,I. Begu,A. Klepac,,,,,,,,,ROU,SLO,Q. Wang,M. Martinez Sanchez,CHN,ESP
2018-frenchopen-WD213,2018,frenchopen,WD213,D. Jurak,D. Jakupovic,,,,,,,,,CRO,SLO,D. Vekic,I. Khromacheva,CRO,RUS
2018-frenchopen-WD214,2018,frenchopen,WD214,V. Golubic,L. Arruabarrena,,,,,,,,,SUI,ESP,N. Stojanovic,K. Srebotnik,SRB,SLO
2018-frenchopen-WD215,2018,frenchopen,WD215,N. Kichenok,Y. Duan,,,,,,,,,UKR,CHN,A. Rodionova,A. Sasnovich,AUS,BLR
2018-frenchopen-WD216,2018,frenchopen,WD216,A. Pavlyuchenkova,A. Sestini Hlavackova,,,,,,,,,RUS,CZE,S. Stosur,B. Strycova,AUS,CZE
2018-frenchopen-WD301,2018,frenchopen,WD301,T. Babos,N. Melichar,,,,,,,,,HUN,USA,K. Mladenovic,K. Peschke,FRA,CZE
2018-frenchopen-WD302,2018,frenchopen,WD302,E. Hozumi,G. Dabrowski,,,,,,,,,JPN,CAN,M. Ninomiya,Y. Xu,JPN,CHN
2018-frenchopen-WD303,2018,frenchopen,WD303,I. Bara,J. Brady,,,,,,,,,ROU,USA,M. Buzarnescu,V. King,ROU,USA
2018-frenchopen-WD304,2018,frenchopen,WD304,S. Cirstea,H. Chan,,,,,,,,,ROU,TPE,S. Sorribes Tormo,Z. Yang,ESP,CHN
2018-frenchopen-WD305,2018,frenchopen,WD305,B. Krejcikova,K. Bertens,,,,,,,,,CZE,NED,K. Siniakova,J. Larsson,CZE,SWE
2018-frenchopen-WD306,2018,frenchopen,WD306,V. Williams,A. Klepac,,,,,,,,,USA,SLO,S. Williams,M. Martinez Sanchez,USA,ESP
2018-frenchopen-WD307,2018,frenchopen,WD307,D. Jakupovic,L. Arruabarrena,,,,,,,,,SLO,ESP,I. Khromacheva,K. Srebotnik,RUS,SLO
2018-frenchopen-WD308,2018,frenchopen,WD308,Y. Duan,A. Sestini Hlavackova,,,,,,,,,CHN,CZE,A. Sasnovich,B. Strycova,BLR,CZE
2018-frenchopen-WD401,2018,frenchopen,WD401,T. Babos,E. Hozumi,,,,,,,,,HUN,JPN,K. Mladenovic,M. Ninomiya,FRA,JPN
2018-frenchopen-WD402,2018,frenchopen,WD402,I. Bara,H. Chan,,,,,,,,,ROU,TPE,M. Buzarnescu,Z. Yang,ROU,CHN
2018-frenchopen-WD403,2018,frenchopen,WD403,B. Krejcikova,A. Klepac,,,,,,,,,CZE,SLO,K. Siniakova,M. Martinez Sanchez,CZE,ESP
2018-frenchopen-WD404,2018,frenchopen,WD404,L. Arruabarrena,A. Sestini Hlavackova,,,,,,,,,ESP,CZE,K. Srebotnik,B. Strycova,SLO,CZE
2018-frenchopen-WD501,2018,frenchopen,WD501,E. Hozumi,H. Chan,,,,,,,,,JPN,TPE,M. Ninomiya,Z. Yang,JPN,CHN
2018-frenchopen-WD502,2018,frenchopen,WD502,B. Krejcikova,A. Sestini Hlavackova,,,,,,,,,CZE,CZE,K. Siniakova,B. Strycova,CZE,CZE
2018-frenchopen-WD601,2018,frenchopen,WD601,E. Hozumi,B. Krejcikova,,,,,,,,,JPN,CZE,M. Ninomiya,K. Siniakova,JPN,CZE
