match_id,"ElapsedTime","SetNo","P1GamesWon","P2GamesWon","SetWinner","GameNo","GameWinner","PointNumber","PointWinner","PointServer","Speed_KMH","Rally","P1Score","P2Score","P1Momentum","P2Momentum","P1PointsWon","P2PointsWon","P1Ace","P2Ace","P1Winner","P2Winner","P1DoubleFault","P2DoubleFault","P1UnfErr","P2UnfErr","P1NetPoint","P2NetPoint","P1NetPointWon","P2NetPointWon","P1BreakPoint","P2BreakPoint","P1BreakPointWon","P2BreakPointWon","P1FirstSrvIn","P2FirstSrvIn","P1FirstSrvWon","P2FirstSrvWon","P1SecondSrvIn","P2SecondSrvIn","P1SecondSrvWon","P2SecondSrvWon","P1ForcedError","P2ForcedError","History","Speed_MPH","P1BreakPointMissed","P2BreakPointMissed","ServeIndicator","Serve_Direction","Winner_FH","Winner_BH","P1TurningPoint","P2TurningPoint"
2011-wimbledon-1105,0:44:03,2,2,3,0,6,0,63,2,2,140,5,0,15,86,40,38,25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22410,87,0,0,2,3,0,1,8,2
2011-wimbledon-1105,0:45:03,2,2,3,0,6,0,64,1,2,125,6,15,15,88,39,39,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22030,78,0,0,2,2,0,0,0,0
2011-wimbledon-1105,0:46:03,2,2,3,0,6,0,65,2,2,152,1,15,30,87,41,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,95,0,0,2,1,0,0,0,4
2011-wimbledon-1105,0:47:03,2,2,3,0,6,0,66,2,2,157,3,15,40,86,43,39,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,98,0,0,2,3,0,0,0,0
2011-wimbledon-1105,0:48:03,2,2,3,0,6,0,67,1,2,173,12,30,40,88,42,40,27,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21030,108,0,0,2,3,0,0,0,0
2011-wimbledon-1105,0:49:03,2,2,3,0,6,0,68,1,2,141,4,40,40,89,40,41,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21020,88,0,0,2,3,0,0,2,1
2011-wimbledon-1105,0:50:03,2,2,3,0,6,0,69,1,2,0,0,AD,40,90,36,42,27,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,2,0,0,0,4,7
2011-wimbledon-1105,0:51:03,2,3,3,0,6,1,70,1,2,167,2,0,0,96,33,43,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,22432,104,0,0,1,1,0,0,8,9
2011-wimbledon-1105,0:52:03,2,3,3,0,7,0,71,2,1,181,2,0,15,94,34,43,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12020,113,0,0,1,1,0,0,0,0
2011-wimbledon-1105,0:53:03,2,3,3,0,7,0,72,1,1,141,15,15,15,97,34,44,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11010,88,0,0,1,2,1,0,0,0
2011-wimbledon-1105,0:54:03,2,3,3,0,7,0,73,1,1,191,1,30,15,101,34,45,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13000,119,0,0,1,1,0,0,5,1
2011-wimbledon-1105,0:55:03,2,3,3,0,7,0,74,1,1,201,11,40,15,104,34,46,28,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11010,125,0,0,1,1,1,0,10,0
2011-wimbledon-1105,0:56:03,2,3,3,0,7,0,75,2,1,157,18,40,30,104,37,46,29,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21010,98,0,0,1,2,1,0,0,3
2011-wimbledon-1105,0:57:03,2,3,3,0,7,0,76,2,1,157,12,40,40,103,39,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11030,98,0,0,1,2,0,0,0,5
2011-wimbledon-1105,0:58:03,2,3,3,0,7,0,77,1,1,207,1,AD,40,107,39,47,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13000,129,0,0,1,3,0,0,3,0
2011-wimbledon-1105,0:59:03,2,4,3,0,7,1,78,1,1,170,3,0,0,111,38,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,21032,106,0,0,2,3,0,0,7,0
2011-wimbledon-1105,1:00:03,2,4,3,0,8,0,79,2,2,157,13,0,15,109,39,48,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11020,98,0,0,2,3,0,0,0,0
2011-wimbledon-1105,1:01:03,2,4,3,0,8,0,80,2,2,162,3,0,30,108,41,48,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12030,101,0,0,2,3,0,0,0,2
2011-wimbledon-1105,1:02:03,2,4,3,0,8,0,81,2,2,0,7,0,40,106,42,48,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12020,0,0,0,2,3,0,0,5,4
2011-wimbledon-1105,1:03:03,2,4,3,0,8,0,82,1,2,131,2,15,40,107,40,49,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22020,82,0,0,2,2,0,0,0,0
2011-wimbledon-1105,1:04:03,2,4,3,0,8,0,83,1,2,157,2,30,40,110,40,50,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11010,98,0,0,2,1,1,0,0,0
2011-wimbledon-1105,1:05:03,2,4,4,0,8,2,84,2,2,168,1,0,0,109,44,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11032,105,0,0,1,3,0,0,3,2
2011-wimbledon-1105,1:06:03,2,4,4,0,9,0,85,2,1,172,4,0,15,108,46,50,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11030,107,0,0,1,1,0,0,0,6
2011-wimbledon-1105,1:07:03,2,4,4,0,9,0,86,1,1,189,1,15,15,112,46,51,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13000,118,0,0,1,3,0,0,0,0
2011-wimbledon-1105,1:08:03,2,4,4,0,9,0,87,1,1,180,3,30,15,115,46,52,35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12010,112,0,0,1,1,0,1,6,0
2011-wimbledon-1105,1:09:03,2,4,4,0,9,0,88,1,1,186,1,40,15,117,45,53,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21030,116,0,0,1,3,0,0,9,1
2011-wimbledon-1105,1:10:03,2,4,4,0,9,0,89,2,1,165,4,40,30,115,46,53,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11020,103,0,0,1,2,0,0,0,0
2011-wimbledon-1105,1:11:03,2,5,4,0,9,1,90,1,1,196,3,0,0,120,46,54,36,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11412,122,0,0,2,1,1,0,0,0
2011-wimbledon-1105,1:12:03,2,5,4,0,10,0,91,2,2,140,9,0,15,119,48,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11030,87,0,0,2,2,0,0,2,3
2011-wimbledon-1105,1:13:03,2,5,4,0,10,0,92,2,2,160,7,0,30,119,51,54,38,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22410,100,0,0,2,3,0,1,4,5
2011-wimbledon-1105,1:14:03,2,5,4,0,10,0,93,1,2,135,2,15,30,121,50,55,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21030,84,0,0,2,2,0,0,0,0
2011-wimbledon-1105,1:15:03,2,5,4,0,10,0,94,1,2,146,8,30,30,123,49,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21030,91,0,0,2,3,0,0,0,0
2011-wimbledon-1105,1:16:03,2,5,4,0,10,0,95,1,2,149,6,40,30,126,49,57,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12010,93,0,0,2,2,0,1,7,2
2011-wimbledon-1105,1:17:03,2,6,4,1,10,1,96,1,2,120,6,0,0,136,44,58,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11013,75,0,0,1,1,1,0,15,6
2011-wimbledon-1105,1:18:03,3,0,0,0,1,0,97,1,1,157,5,15,0,137,42,59,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22020,98,0,0,1,2,0,0,0,7
2011-wimbledon-1105,1:19:03,3,0,0,0,1,0,98,1,1,180,1,30,0,140,42,60,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14000,112,0,0,1,3,0,0,0,0
2011-wimbledon-1105,1:20:03,3,0,0,0,1,0,99,1,1,207,1,40,0,142,41,61,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22030,129,0,0,1,2,0,0,6,0
2011-wimbledon-1105,1:21:03,3,1,0,0,1,1,100,1,1,206,1,0,0,146,40,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22032,128,0,0,2,1,0,0,9,2
2011-wimbledon-1105,1:22:03,3,1,0,0,2,0,101,2,2,136,3,0,15,144,41,62,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12020,85,0,0,2,2,0,0,0,0
2011-wimbledon-1105,1:23:03,3,1,0,0,2,0,102,2,2,165,7,0,30,144,44,62,40,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21410,103,0,0,2,2,1,0,0,3
2011-wimbledon-1105,1:24:03,3,1,0,0,2,0,103,2,2,164,5,0,40,143,46,62,41,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11030,102,0,0,2,3,0,0,3,6
2011-wimbledon-1105,1:25:03,3,1,0,0,2,0,104,1,2,0,0,15,40,144,42,63,41,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,2,0,0,0,0,0
