match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType
2014-ausopen-1102,0:06:25,1,1,0,0,2,0,14,1,2,137,,40,40,,,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,85,0,0,2,,,,,,,,,
2014-ausopen-1102,0:07:20,1,1,0,0,2,0,15,1,2,205,,AD,40,,,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,127,0,0,2,,,,,,,,,
2014-ausopen-1102,0:07:47,1,1,0,0,2,0,16,2,2,131,,40,40,,,9,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,22010,81,1,0,2,,,,,,,,,
2014-ausopen-1102,0:08:21,1,1,0,0,2,0,17,2,2,141,,40,AD,,,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,87,0,0,2,,,,,,,,,
2014-ausopen-1102,0:08:51,1,1,1,0,2,2,18,2,2,191,,0,0,,,9,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,118,0,0,1,,,,,,,,,
2014-ausopen-1102,0:09:40,1,1,1,0,3,0,19,1,1,187,,15,0,,,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,116,0,0,1,,,,,,,,,
2014-ausopen-1102,0:09:57,1,1,1,0,3,0,20,2,1,143,,15,15,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,88,0,0,1,,,,,,,,,
2014-ausopen-1102,0:10:29,1,1,1,0,3,0,21,1,1,188,,30,15,,,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,116,0,0,1,,,,,,,,,
2014-ausopen-1102,0:10:53,1,1,1,0,3,0,22,1,1,139,,40,15,,,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,86,0,0,1,,,,,,,,,
2014-ausopen-1102,0:11:31,1,2,1,0,3,1,23,1,1,202,,0,0,,,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,125,0,0,2,,,,,,,,,
2014-ausopen-1102,0:13:05,1,2,1,0,4,0,24,2,2,175,,0,15,,,13,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,108,0,0,2,,,,,,,,,
2014-ausopen-1102,0:13:16,1,2,1,0,4,0,25,2,2,191,,0,30,,,13,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,118,0,0,2,,,,,,,,,
2014-ausopen-1102,0:13:48,1,2,1,0,4,0,26,2,2,203,,0,40,,,13,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,126,0,0,2,,,,,,,,,
2014-ausopen-1102,0:14:04,1,2,1,0,4,0,27,1,2,137,,15,40,,,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,85,0,0,2,,,,,,,,,
2014-ausopen-1102,0:14:29,1,2,2,0,4,2,28,2,2,201,,0,0,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,124,0,0,1,,,,,,,,,
2014-ausopen-1102,0:15:01,1,2,2,0,5,0,29,1,1,166,,15,0,,,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,103,0,0,1,,,,,,,,,
2014-ausopen-1102,0:15:35,1,2,2,0,5,0,30,1,1,196,,30,0,,,16,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,121,0,0,1,,,,,,,,,
2014-ausopen-1102,0:15:52,1,2,2,0,5,0,31,1,1,196,,40,0,,,17,14,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12010,121,0,0,1,,,,,,,,,
2014-ausopen-1102,0:16:16,1,3,2,0,5,1,32,1,1,172,,0,0,,,18,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,106,0,0,2,,,,,,,,,
2014-ausopen-1102,0:17:46,1,3,2,0,6,0,33,2,2,174,,0,15,,,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,108,0,0,2,,,,,,,,,
2014-ausopen-1102,0:18:01,1,3,2,0,6,0,34,1,2,142,,15,15,,,19,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,88,0,0,2,,,,,,,,,
2014-ausopen-1102,0:18:25,1,3,2,0,6,0,35,2,2,182,,15,30,,,19,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,113,0,0,2,,,,,,,,,
2014-ausopen-1102,0:18:44,1,3,2,0,6,0,36,2,2,198,,15,40,,,19,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,123,0,0,2,,,,,,,,,
2014-ausopen-1102,0:18:59,1,3,2,0,6,0,37,1,2,145,,30,40,,,20,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,90,0,0,2,,,,,,,,,
2014-ausopen-1102,0:19:36,1,3,2,0,6,0,38,1,2,195,,40,40,,,21,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,121,0,0,2,,,,,,,,,
2014-ausopen-1102,0:19:57,1,3,2,0,6,0,39,2,2,148,,40,AD,,,21,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,92,0,0,2,,,,,,,,,
2014-ausopen-1102,0:20:33,1,3,2,0,6,0,40,1,2,143,,40,40,,,22,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,88,0,0,2,,,,,,,,,
2014-ausopen-1102,0:21:10,1,3,2,0,6,0,41,2,2,199,,40,AD,,,22,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,123,0,0,2,,,,,,,,,
2014-ausopen-1102,0:21:35,1,3,3,0,6,2,42,2,2,201,,0,0,,,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,124,0,0,1,,,,,,,,,
2014-ausopen-1102,0:22:09,1,3,3,0,7,0,43,1,1,197,,15,0,,,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,122,0,0,1,,,,,,,,,
2014-ausopen-1102,0:22:53,1,3,3,0,7,0,44,1,1,191,,30,0,,,24,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,12010,118,0,0,1,,,,,,,,,
2014-ausopen-1102,0:23:24,1,3,3,0,7,0,45,2,1,153,,30,15,,,24,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,95,0,0,1,,,,,,,,,
2014-ausopen-1102,0:24:02,1,3,3,0,7,0,46,1,1,139,,40,15,,,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,86,0,0,1,,,,,,,,,
2014-ausopen-1102,0:24:36,1,3,3,0,7,0,47,2,1,163,,40,30,,,25,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11420,101,0,0,1,,,,,,,,,
2014-ausopen-1102,0:25:17,1,4,3,0,7,1,48,1,1,144,,0,0,,,26,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22022,89,0,0,2,,,,,,,,,
2014-ausopen-1102,0:27:29,1,4,3,0,8,0,49,2,2,155,,0,15,,,26,23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,96,0,0,2,,,,,,,,,
2014-ausopen-1102,0:28:02,1,4,3,0,8,0,50,2,2,189,,0,30,,,26,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,117,0,0,2,,,,,,,,,
2014-ausopen-1102,0:28:16,1,4,3,0,8,0,51,2,2,163,,0,40,,,26,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,101,0,0,2,,,,,,,,,
2014-ausopen-1102,0:28:43,1,4,3,0,8,0,52,1,2,0,,15,40,,,27,25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,,,
2014-ausopen-1102,0:29:08,1,4,4,0,8,2,53,2,2,197,,0,0,,,27,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,122,0,0,1,,,,,,,,,
2014-ausopen-1102,0:29:40,1,4,4,0,9,0,54,1,1,181,,15,0,,,28,26,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12010,112,0,0,1,,,,,,,,,
2014-ausopen-1102,0:30:02,1,4,4,0,9,0,55,1,1,198,,30,0,,,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,123,0,0,1,,,,,,,,,
2014-ausopen-1102,0:30:22,1,4,4,0,9,0,56,1,1,200,,40,0,,,30,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,124,0,0,1,,,,,,,,,
2014-ausopen-1102,0:30:47,1,5,4,0,9,1,57,1,1,201,,0,0,,,31,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11012,124,0,0,2,,,,,,,,,
2014-ausopen-1102,0:32:23,1,5,4,0,10,0,58,2,2,166,,0,15,,,31,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,103,0,0,2,,,,,,,,,
2014-ausopen-1102,0:32:54,1,5,4,0,10,0,59,2,2,134,,0,30,,,31,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,83,0,0,2,,,,,,,,,
2014-ausopen-1102,0:33:38,1,5,4,0,10,0,60,2,2,205,,0,40,,,31,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,127,0,0,2,,,,,,,,,
2014-ausopen-1102,0:33:57,1,5,5,0,10,2,61,2,2,199,,0,0,,,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,123,0,0,1,,,,,,,,,
2014-ausopen-1102,0:34:35,1,5,5,0,11,0,62,2,1,185,,0,15,,,31,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,115,0,0,1,,,,,,,,,
2014-ausopen-1102,0:35:12,1,5,5,0,11,0,63,2,1,193,,0,30,,,31,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12430,120,0,0,1,,,,,,,,,
2014-ausopen-1102,0:35:47,1,5,5,0,11,0,64,1,1,194,,15,30,,,32,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,120,0,0,1,,,,,,,,,
